AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Label
4125.51282024, 4134.87179460, 4140.25641005, 4128.71794844, 4116.28205101, 4133.71794844, 4149.61538441, 4121.15384588, 4123.20512793, 4114.99999973, 4139.99999980, 4129.10256383, 4128.58974332, 4119.74358947,0
4125.51282024, 4134.87179460, 4140.25641005, 4128.71794844, 4116.28205101, 4133.71794844, 4149.61538441, 4121.15384588, 4123.20512793, 4114.99999973, 4139.99999980, 4129.10256383, 4128.58974332, 4119.74358947,0
4129.74358947, 4136.15384595, 4149.61538441, 4133.46153819, 4119.23076896, 4132.69230742, 4132.69230742, 4119.99999973, 4122.43589716, 4126.02564075, 4138.33333313, 4133.71794844, 4128.33333306, 4124.87179460,0
4111.41025614, 4127.43589716, 4139.61538441, 4118.07692280, 4134.61538434, 4120.12820485, 4101.53846119, 4108.46153819, 4108.58974332, 4113.58974332, 4132.43589716, 4119.61538434, 4102.43589709, 4119.87179460,0
4117.30769203, 4142.43589723, 4155.76923056, 4129.99999973, 4138.71794851, 4128.58974332, 4124.87179460, 4125.64102537, 4122.94871767, 4123.58974332, 4149.48717928, 4135.25640998, 4117.69230742, 4120.51282024,0
4134.87179460, 4155.38461518, 4166.53846133, 4149.23076903, 4148.97435877, 4149.61538441, 4149.35897415, 4137.56410236, 4141.79487159, 4149.10256390, 4153.84615364, 4146.15384595, 4141.28205108, 4125.76923050,0
4119.99999973, 4145.89743569, 4153.97435877, 4150.12820492, 4144.99999980, 4146.92307672, 4136.53846133, 4127.05128178, 4137.05128185, 4149.48717928, 4148.33333313, 4137.17948697, 4141.02564082, 4117.82051255,0
4115.89743562, 4138.84615364, 4157.05128185, 4147.17948697, 4115.12820485, 4138.07692287, 4141.79487159, 4134.23076896, 4137.05128185, 4146.66666646, 4159.23076903, 4143.71794851, 4138.07692287, 4116.53846126,0
4130.51282024, 4134.74358947, 4152.56410236, 4130.51282024, 4125.89743562, 4137.17948697, 4155.38461518, 4148.33333313, 4143.46153826, 4155.64102544, 4143.97435877, 4136.66666646, 4126.66666639, 4125.25640998,0
4121.92307665, 4134.10256383, 4130.51282024, 4110.38461511, 4159.23076903, 4140.64102544, 4141.79487159, 4140.64102544, 4138.71794851, 4152.30769210, 4121.53846126, 4115.38461511, 4118.20512793, 4121.41025614,0
4117.05128178, 4137.82051262, 4136.28205108, 4115.25640998, 4139.74358954, 4148.07692287, 4137.82051262, 4132.43589716, 4135.25640998, 4140.64102544, 4145.51282031, 4127.94871767, 4132.05128178, 4120.12820485,0
4135.12820485, 4136.92307672, 4163.84615364, 4128.20512793, 4115.89743562, 4144.99999980, 4153.58974339, 4141.02564082, 4140.12820492, 4143.33333313, 4182.17948704, 4157.30769210, 4147.82051262, 4128.71794844,0
4129.61538434, 4145.38461518, 4181.02564089, 4132.56410229, 4145.38461518, 4150.38461518, 4158.71794851, 4151.02564082, 4148.46153826, 4165.51282031, 4201.41025634, 4176.66666653, 4157.94871774, 4119.48717921,0
4119.74358947, 4157.94871774, 4189.61538448, 4133.46153819, 4138.46153826, 4160.64102544, 4166.41025621, 4156.41025621, 4154.35897415, 4176.41025628, 4221.92307686, 4194.61538448, 4173.46153833, 4114.23076896,0
4134.87179460, 4153.71794851, 4193.20512807, 4130.89743562, 4107.43589716, 4145.51282031, 4180.38461525, 4156.15384595, 4154.99999980, 4168.46153833, 4241.15384616, 4205.76923070, 4186.92307679, 4125.12820485,0
4139.23076903, 4156.02564082, 4191.92307679, 4135.64102544, 4140.25641005, 4146.28205108, 4173.33333320, 4148.84615364, 4148.20512800, 4167.43589723, 4244.48717949, 4205.12820506, 4185.51282038, 4123.20512793,0
4131.92307665, 4168.07692287, 4187.94871781, 4133.97435870, 4168.58974345, 4169.99999986, 4155.25641005, 4144.35897415, 4141.66666646, 4168.46153833, 4229.48717942, 4198.07692294, 4172.56410243, 4119.99999973,0
4141.02564082, 4166.15384595, 4182.30769217, 4121.15384588, 4146.53846133, 4166.79487159, 4157.69230749, 4154.87179467, 4151.15384595, 4160.12820492, 4212.82051275, 4191.02564089, 4167.69230749, 4126.41025614,0
4145.12820492, 4169.87179474, 4186.41025628, 4129.35897408, 4132.94871767, 4154.23076903, 4175.76923063, 4166.02564082, 4162.94871774, 4163.71794851, 4219.10256404, 4194.61538448, 4174.74358961, 4121.02564075,0
4138.71794851, 4177.30769217, 4193.71794858, 4134.48717921, 4143.97435877, 4158.84615364, 4174.99999986, 4160.25641005, 4157.43589723, 4174.10256397, 4217.56410250, 4199.74358961, 4181.15384602, 4117.17948691,0
4144.10256390, 4163.84615364, 4190.64102551, 4117.56410229, 4137.17948697, 4155.38461518, 4169.74358961, 4159.74358954, 4153.46153826, 4167.05128185, 4203.97435891, 4196.41025628, 4182.82051269, 4126.92307665,0
4137.69230749, 4147.30769210, 4181.41025628, 4107.94871767, 4119.23076896, 4152.43589723, 4176.92307679, 4165.38461518, 4156.66666646, 4156.92307672, 4210.51282045, 4191.02564089, 4177.30769217, 4123.58974332,0
4125.12820485, 4136.92307672, 4169.10256397, 4098.84615350, 4122.43589716, 4158.58974339, 4170.25641012, 4152.30769210, 4143.46153826, 4155.76923056, 4206.53846147, 4180.51282038, 4161.53846133, 4118.07692280,0
4147.17948697, 4137.94871774, 4173.07692294, 4096.15384581, 4145.64102544, 4163.33333313, 4164.99999980, 4145.51282031, 4135.51282031, 4163.20512800, 4196.02564089, 4182.17948704, 4162.30769210, 4127.43589716,0
4163.46153826, 4148.33333313, 4186.41025628, 4106.02564075, 4150.64102544, 4165.76923056, 4178.71794858, 4154.99999980, 4144.61538441, 4159.35897415, 4199.35897422, 4193.84615371, 4173.20512807, 4126.66666639,0
4145.51282031, 4145.25641005, 4179.99999986, 4100.64102530, 4121.79487152, 4163.84615364, 4184.99999986, 4154.10256390, 4142.82051262, 4141.79487159, 4192.94871781, 4188.46153833, 4162.17948697, 4121.66666639,0
4139.23076903, 4125.64102537, 4162.56410236, 4081.15384581, 4108.71794844, 4154.35897415, 4170.38461525, 4144.74358954, 4135.64102544, 4140.51282031, 4177.30769217, 4171.66666653, 4144.23076903, 4128.33333306,0
4143.46153826, 4135.89743569, 4167.30769210, 4092.94871761, 4122.82051255, 4144.35897415, 4173.71794858, 4153.07692287, 4144.61538441, 4158.20512800, 4186.02564089, 4173.46153833, 4154.48717928, 4125.64102537,0
4141.92307672, 4171.02564089, 4192.82051269, 4125.76923050, 4130.89743562, 4158.58974339, 4201.53846147, 4171.28205115, 4161.66666646, 4171.41025628, 4208.20512814, 4194.23076910, 4173.84615371, 4119.23076896,0
