AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Label
3616.66666535, 3322.69230575, 3393.20512640, 3337.56410062, 3365.38461351, 3358.97435710, 3467.82051116, 3565.76922931, 3917.05128136, 3416.53845981, 3401.79486999, 3230.64102349, 3315.12820319, 4130.76923050,0
3602.69230631, 3303.07692107, 3386.02563922, 3322.17948524, 3342.30769037, 3335.38461344, 3443.33333160, 3543.33333181, 3895.12820437, 3390.38461358, 3386.15384435, 3220.89743375, 3299.61538260, 4133.20512793,0
3576.92307547, 3278.71794664, 3368.20512633, 3291.02563901, 3314.99999806, 3300.51281850, 3416.28204955, 3519.48717796, 3882.43589668, 3357.94871608, 3360.12820326, 3195.51281829, 3281.66666459, 4137.05128185,0
3584.74358836, 3306.15384414, 3371.79486992, 3296.66666466, 3334.74358780, 3315.25640831, 3434.61538288, 3543.20512668, 3900.38461462, 3377.05128018, 3365.12820326, 3204.23076701, 3293.46153645, 4135.25640998,0
3602.94871656, 3313.07692107, 3375.25640838, 3306.92307491, 3341.41025447, 3327.17948524, 3446.92307526, 3557.56410111, 3903.33333257, 3387.30769050, 3369.48717761, 3211.15384393, 3294.23076722, 4136.53846133,0
3591.02563964, 3285.25640825, 3369.74358787, 3308.46153645, 3321.92307498, 3313.58974158, 3434.74358801, 3541.41025489, 3891.28205052, 3376.92307505, 3366.41025454, 3203.71794650, 3290.51281850, 4134.87179460,0
3575.38461393, 3273.58974151, 3358.84615197, 3291.53845953, 3306.79486978, 3297.17948517, 3418.84615211, 3518.97435745, 3879.99999924, 3360.76922890, 3352.82051095, 3190.76922855, 3289.10256209, 4131.66666639,0
3565.89743444, 3259.35897228, 3332.43589549, 3252.43589536, 3286.66666466, 3277.82051074, 3401.41025461, 3497.43589584, 3866.28205045, 3328.07692114, 3323.58974165, 3163.58974130, 3265.51281843, 4131.66666639,0
3559.74358829, 3241.66666452, 3320.25640831, 3250.38461330, 3273.84615177, 3270.76922869, 3397.30769050, 3492.43589584, 3865.76922994, 3316.66666472, 3316.15384421, 3151.41025412, 3254.99999792, 4130.64102537,0
3563.07692162, 3258.84615177, 3337.17948524, 3286.28204927, 3287.69230568, 3281.41025433, 3406.79486999, 3504.61538302, 3879.74358898, 3344.74358780, 3338.71794678, 3172.43589515, 3282.56410055, 4127.82051255,0
