AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Label
4047.43589702, 4109.48717921, 4085.89743555, 4112.30769203, 4084.87179453, 4098.97435863, 4084.99999966, 4061.92307651, 4064.10256369, 4096.41025607, 4093.84615350, 4087.30769196, 4123.33333306, 4129.99999973,0
4033.07692259, 4108.71794844, 4086.28205094, 4115.76923050, 4081.53846119, 4091.92307658, 4072.43589709, 4057.69230728, 4062.43589702, 4095.64102530, 4096.15384581, 4091.79487145, 4123.71794844, 4112.94871767,0
4056.53846113, 4128.07692280, 4102.17948684, 4134.10256383, 4090.76923043, 4099.74358940, 4088.84615350, 4069.23076882, 4073.07692273, 4094.48717914, 4099.10256376, 4108.84615357, 4150.76923056, 4128.07692280,0
4057.69230728, 4134.99999973, 4107.56410229, 4142.17948697, 4110.38461511, 4115.76923050, 4104.74358947, 4077.05128171, 4080.89743555, 4106.15384588, 4106.15384588, 4108.07692280, 4138.97435877, 4124.10256383,0
4048.07692266, 4140.25641005, 4108.97435870, 4151.02564082, 4127.05128178, 4130.64102537, 4107.82051255, 4073.71794837, 4076.66666632, 4120.51282024, 4117.94871767, 4107.69230742, 4125.25640998, 4114.10256383,0
4067.05128164, 4153.46153826, 4121.28205101, 4164.87179467, 4129.99999973, 4132.43589716, 4110.76923050, 4069.48717907, 4069.74358940, 4116.53846126, 4125.38461511, 4121.28205101, 4146.66666646, 4123.58974332,0
4066.79487138, 4175.76923063, 4139.61538441, 4188.46153833, 4140.51282031, 4142.69230749, 4126.66666639, 4072.43589709, 4076.15384581, 4119.35897408, 4127.82051255, 4135.76923056, 4173.07692294, 4114.87179460,0
4066.28205087, 4167.05128185, 4131.66666639, 4185.51282038, 4137.05128185, 4140.25641005, 4120.64102537, 4070.12820478, 4073.07692273, 4108.58974332, 4109.99999973, 4124.87179460, 4145.25641005, 4122.82051255,0
4059.23076882, 4143.33333313, 4108.58974332, 4158.07692287, 4115.64102537, 4123.33333306, 4103.71794844, 4061.92307651, 4062.69230728, 4091.41025607, 4091.92307658, 4105.12820485, 4115.51282024, 4119.74358947,0
4054.99999959, 4154.23076903, 4114.48717921, 4153.84615364, 4115.25640998, 4127.30769203, 4110.89743562, 4063.97435856, 4067.82051241, 4096.92307658, 4094.87179453, 4108.97435870, 4142.30769210, 4111.92307665,0
