ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,Label
4211.41025634, 4158.71794851, 4112.69230742, 4120.76923050, 4157.17948697, 4122.17948691, 4178.84615371, 4191.02564089, 4160.76923056, 4208.46153840, 4178.07692294, 4195.89743576, 4305.76923091, 4186.79487166,2.0
4144.74358954, 4181.92307679, 4216.41025634, 4175.38461525, 4199.10256397, 4192.17948704, 4268.07692315, 4098.46153812, 4195.76923063, 4177.56410243, 4174.10256397, 4204.99999993, 4272.94871802, 4155.25641005,
4187.56410243, 4176.79487166, 4220.51282045, 4194.10256397, 4183.07692294, 4207.43589737, 4173.07692294, 4050.38461497, 4151.79487159, 4161.41025621, 4105.38461511, 4117.43589716, 4131.53846126, 4137.30769210,
4161.66666646, 4152.30769210, 4067.82051241, 4128.84615357, 4165.12820492, 4200.38461525, 4045.76923036, 4209.61538455, 4317.05128219, 4213.20512814, 4292.82051289, 4245.51282052, 4283.33333341, 4210.89743583,
4160.25641005, 4188.33333320, 4198.58974345, 4297.69230777, 4207.69230763, 4239.23076923, 4095.64102530, 4127.17948691, 4136.66666646, 4149.99999980, 4158.20512800, 4196.28205115, 4195.38461525, 4023.71794824,
4212.17948711, 4154.48717928, 4126.15384588, 4160.12820492, 4153.71794851, 4130.38461511, 4187.05128192, 4187.56410243, 4137.94871774, 4201.66666660, 4162.43589723, 4183.20512807, 4285.38461546, 4145.76923056,1
4135.38461518, 4172.43589730, 4231.53846147, 4191.28205115, 4187.82051269, 4185.51282038, 4110.12820485, 4124.48717921, 4223.20512814, 4195.25641012, 4192.82051269, 4197.56410243, 4281.79487187, 4135.25640998
4182.56410243, 4172.94871781, 4255.25641026, 4206.28205122, 4180.89743576, 4158.58974339, 3969.87179425, 4037.17948677, 4169.61538448, 4171.15384602, 4113.71794844, 4116.28205101, 4121.28205101, 4112.56410229
4171.92307679, 4151.41025621, 4072.82051248, 4116.66666639, 4152.43589723, 4098.20512786, 4012.43589695, 4203.33333327, 4325.38461553, 4219.23076917, 4309.10256425, 4224.61538455, 4263.58974359, 4207.82051275
4156.92307672, 4194.61538448, 4199.61538448, 4293.84615392, 4201.02564096, 4175.89743576, 4062.82051241, 4143.58974339, 4147.30769210, 4146.92307672, 4174.48717935, 4162.56410236, 4175.89743576, 4028.97435849
4222.17948711, 4160.25641005, 4124.87179460, 4169.35897422, 4156.28205108, 4156.79487159, 4122.30769203, 4177.82051269, 4127.05128178, 4191.15384602, 4142.69230749, 4182.43589730, 4250.38461539, 4154.87179467,3
4146.28205108, 4168.33333320, 4197.69230756, 4191.79487166, 4185.12820499, 4232.56410250, 4168.46153833, 4119.35897408, 4227.82051275, 4198.33333320, 4198.58974345, 4240.25641026, 4293.71794879, 4167.43589723
4177.69230756, 4179.23076910, 4285.51282059, 4231.02564096, 4179.48717935, 4138.46153826, 4043.84615343, 4029.61538413, 4150.64102544, 4163.46153826, 4100.25640991, 4092.05128171, 4124.87179460, 4108.71794844
4183.33333320, 4156.66666646, 4125.51282024, 4105.64102537, 4132.56410229, 4029.35897388, 4126.02564075, 4210.25641019, 4320.00000014, 4219.48717942, 4291.41025648, 4173.33333320, 4251.79487180, 4216.79487173
4155.89743569, 4193.46153833, 4226.15384609, 4280.38461546, 4188.84615371, 4187.17948704, 4276.41025648, 4147.69230749, 4176.28205115, 4149.35897415, 4192.30769217, 4169.35897422, 4175.64102551, 4049.35897395
4218.33333327, 4158.84615364, 4143.58974339, 4184.23076910, 4160.76923056, 4179.48717935, 4179.48717935, 4154.35897415, 4108.20512793, 4176.02564089, 4134.35897408, 4187.94871781, 4234.61538462, 4152.56410236,4
4154.48717928, 4164.61538441, 4181.79487166, 4177.17948704, 4181.28205115, 4188.33333320, 4131.15384588, 4132.94871767, 4231.02564096, 4203.46153840, 4208.58974352, 4252.43589744, 4310.51282066, 4177.94871781
4177.82051269, 4181.28205115, 4260.00000000, 4226.53846147, 4185.38461525, 4163.84615364, 4164.48717928, 4024.10256362, 4189.48717935, 4174.99999986, 4125.51282024, 4102.43589709, 4128.97435870, 4085.51282017
4181.66666653, 4150.12820492, 4092.82051248, 4091.66666632, 4141.28205108, 4109.87179460, 4189.74358961, 4157.30769210, 4328.07692322, 4213.58974352, 4291.41025648, 4182.56410243, 4237.17948718, 4208.84615378
4144.61538441, 4189.23076910, 4224.61538455, 4267.94871802, 4196.15384602, 4207.30769224, 4168.07692287, 4123.20512793, 4149.10256390, 4127.56410229, 4178.46153833, 4181.66666653, 4191.79487166, 4072.05128171
4214.23076917, 4166.41025621, 4157.56410236, 4202.94871788, 4165.76923056, 4159.61538441, 4144.99999980, 4164.48717928, 4067.56410215, 4161.53846133, 4104.87179460, 4153.20512800, 4239.61538462, 4149.23076903,5
4158.71794851, 4164.87179467, 4157.56410236, 4180.89743576, 4178.46153833, 4198.33333320, 4198.07692294, 4149.23076903, 4238.20512821, 4217.30769224, 4220.51282045, 4237.30769231, 4331.41025655, 4163.97435877
4182.17948704, 4184.74358961, 4270.89743597, 4249.48717949, 4191.15384602, 4210.89743583, 4181.41025628, 4013.71794824, 4194.61538448, 4176.28205115, 4136.41025621, 4136.53846133, 4138.33333313, 4055.25640984
4191.41025628, 4153.84615364, 4090.76923043, 4099.23076889, 4142.82051262, 4139.74358954, 4170.64102551, 4152.05128185, 4316.79487194, 4207.43589737, 4275.38461546, 4194.10256397, 4230.51282045, 4206.15384609
