ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,Label
4197.43589730, 4176.66666653, 4189.74358961, 4192.94871781, 4169.87179474, 4194.74358961, 4206.15384609, 4077.43589709, 4241.92307693, 4200.51282038, 4195.64102551, 4132.69230742, 4173.71794858, 4111.15384588,2.0
4164.61538441, 4163.20512800, 4070.12820478, 4121.15384588, 4160.51282031, 4152.17948697, 4124.61538434, 4215.25641019, 4305.51282066, 4215.12820506, 4287.30769238, 4242.17948718, 4282.17948725, 4188.84615371,
4157.82051262, 4194.48717935, 4220.12820506, 4269.74358982, 4197.82051269, 4169.48717935, 4124.74358947, 4122.30769203, 4073.71794837, 4114.87179460, 4105.89743562, 4136.41025621, 4163.20512800, 4057.69230728,
4208.46153840, 4152.82051262, 4113.33333306, 4133.84615357, 4149.99999980, 4124.48717921, 4201.02564096, 4169.99999986, 4134.74358947, 4178.20512807, 4172.56410243, 4177.30769217, 4280.12820520, 4213.97435891,
4144.74358954, 4176.28205115, 4194.35897422, 4209.99999993, 4188.97435884, 4215.12820506, 4244.23076923, 4126.66666639, 4276.66666674, 4208.97435891, 4250.64102564, 4228.84615378, 4295.76923084, 4142.30769210,
4200.38461525, 4181.02564089, 4213.07692301, 4215.64102558, 4171.53846140, 4163.20512800, 4169.23076910, 4087.05128171, 4219.23076917, 4201.79487173, 4167.30769210, 4136.15384595, 4167.30769210, 4083.97435863,1
4173.71794858, 4159.35897415, 4086.15384581, 4109.74358947, 4152.56410236, 4128.71794844, 4196.53846140, 4200.89743576, 4270.38461546, 4208.71794865, 4269.74358982, 4229.35897429, 4281.92307700, 4192.30769217
4154.74358954, 4195.38461525, 4222.82051275, 4250.12820513, 4204.87179481, 4190.51282038, 4219.61538455, 4094.10256376, 4073.33333299, 4117.56410229, 4100.25640991, 4142.56410236, 4195.38461525, 4074.87179453
4209.99999993, 4157.05128185, 4112.17948691, 4121.15384588, 4151.41025621, 4096.53846119, 4176.02564089, 4161.15384595, 4148.97435877, 4182.82051269, 4147.69230749, 4164.48717928, 4308.97435912, 4202.56410250
4148.58974339, 4169.23076910, 4167.94871774, 4183.97435884, 4179.10256397, 4192.94871781, 4184.23076910, 4153.84615364, 4301.53846168, 4204.87179481, 4272.05128212, 4238.71794872, 4332.82051303, 4136.15384595
4202.43589737, 4178.33333320, 4218.71794865, 4219.99999993, 4179.61538448, 4205.38461532, 4145.25641005, 4091.66666632, 4195.12820499, 4188.46153833, 4178.84615371, 4150.89743569, 4169.48717935, 4067.82051241,3
4179.74358961, 4153.58974339, 4100.51282017, 4096.41025607, 4153.97435877, 4136.92307672, 4143.46153826, 4209.48717942, 4233.46153840, 4222.43589737, 4250.76923077, 4223.20512814, 4280.00000007, 4207.56410250
4146.41025621, 4188.84615371, 4242.82051282, 4238.71794872, 4200.51282038, 4216.28205122, 4165.25641005, 4091.66666632, 4068.84615343, 4129.23076896, 4085.25640991, 4127.56410229, 4191.92307679, 4098.58974325
4215.25641019, 4158.46153826, 4121.92307665, 4132.94871767, 4152.82051262, 4151.79487159, 4143.20512800, 4134.99999973, 4131.79487152, 4160.76923056, 4126.92307665, 4142.82051262, 4277.69230777, 4209.61538455
4154.74358954, 4171.79487166, 4143.71794851, 4186.15384602, 4178.58974345, 4162.94871774, 4177.82051269, 4175.76923063, 4287.30769238, 4191.41025628, 4289.48717956, 4243.07692308, 4339.61538483, 4160.89743569
4194.61538448, 4183.33333320, 4227.82051275, 4250.38461539, 4181.79487166, 4148.46153826, 4224.35897429, 4108.97435870, 4156.79487159, 4179.48717935, 4173.20512807, 4146.02564082, 4171.02564089, 4052.30769189,4
4185.12820499, 4154.48717928, 4102.82051255, 4100.64102530, 4150.76923056, 4125.38461511, 4244.61538462, 4194.61538448, 4216.15384609, 4215.51282045, 4217.43589737, 4205.76923070, 4280.76923084, 4203.46153840
4138.84615364, 4193.84615371, 4248.33333334, 4222.94871788, 4204.23076917, 4205.89743583, 4174.61538448, 4065.76923036, 4105.38461511, 4131.15384588, 4083.97435863, 4121.02564075, 4199.74358961, 4127.43589716
4205.64102558, 4163.58974339, 4153.20512800, 4138.33333313, 4157.56410236, 4141.28205108, 4134.23076896, 4111.66666639, 4155.38461518, 4166.53846133, 4135.38461518, 4122.43589716, 4239.35897436, 4211.79487173
4153.46153826, 4168.07692287, 4126.53846126, 4178.97435884, 4170.89743576, 4198.33333320, 4199.87179474, 4189.74358961, 4299.23076930, 4196.53846140, 4308.46153860, 4245.89743590, 4327.82051296, 4147.94871774
4191.15384602, 4189.23076910, 4203.33333327, 4263.71794872, 4183.46153833, 4172.94871781, 4172.69230756, 4112.56410229, 4132.43589716, 4166.15384595, 4165.12820492, 4150.64102544, 4181.28205115, 4029.23076875,5
4194.61538448, 4160.64102544, 4093.07692273, 4106.15384588, 4147.82051262, 4093.58974325, 4156.41025621, 4193.46153833, 4204.87179481, 4220.64102558, 4213.07692301, 4201.66666660, 4294.35897443, 4216.66666660
4140.64102544, 4194.48717935, 4256.79487180, 4228.84615378, 4197.17948704, 4204.61538455, 4154.35897415, 4069.48717907, 4144.35897415, 4152.30769210, 4106.28205101, 4137.82051262, 4205.51282045, 4134.35897408
4207.30769224, 4164.35897415, 4170.38461525, 4163.97435877, 4155.25641005, 4134.99999973, 4129.61538434, 4095.51282017, 4165.64102544, 4165.51282031, 4124.61538434, 4110.89743562, 4192.43589730, 4190.64102551
